SYMBOL,NAME OF COMPANY
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.
CRIMSON,Crimson Metal Engineering Company Ltd
SHBAJRG,Shri Bajrang Alliance Ltd
ASHOKRE,ASHOKA REFINERIES LTD.
URJAGLOBA,URJA GLOBAL LTD.
ASHAPURMIN,ASHAPURA MINECHEM LTD.
SHREEPAC,SHREE PACETRONIX LTD.
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.
INDIACEM,INDIA CEMENTS LTD.
JKTYRE,JK TYRE & INDUSTRIES LTD.
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.
SIL,STANDARD INDUSTRIES LTD.
JUBLPHARMA,Jubilant Pharmova Ltd
THEINVEST,The Investment Trust Of India Ltd
SAMYAKINT,SAMYAK INTERNATIONAL LTD.
SANTOSHF,SANTOSH FINE-FAB LTD.
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.
ACKNIT,ACKNIT INDUSTRIES LTD.
TITANSEC,TITAN SECURITIES LTD.
MOHOTAIND,Mohota Industries Ltd
REALECO,Real Eco-Energy Ltd
HRMNYCP,HARMONY CAPITAL SERVICES LTD.
VIVANZA,Vivanza Biosciences Ltd
YASHRAJC,YASHRAJ CONTAINEURS LTD.
LORDSHOTL,Lords Ishwar Hotels Limited
CSLFINANCE,CSL Finance Ltd
SANGHVIMOV,SANGHVI MOVERS LTD.
SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$
FRSHTRP,FRESHTROP FRUITS LTD.
FAZE3Q,FAZE THREE LTD.-$
PRADHIN,Pradhin Ltd
ANUPAM,Anupam Finserv Ltd
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.
PRIVISCL,Privi Speciality Chemicals Ltd
NATRAJPR,NATRAJ PROTEINS LTD.
SAMRATPH,SAMRAT PHARMACHEM LTD.-$
NPRFIN,NPR FINANCE LTD.
NILE,NILE LTD.
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.
AMCOIND,AMCO INDIA LTD.-$
OPTIEMUS,Optiemus Infracom Ltd
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.
KISAN,KISAN MOULDINGS LTD.-$
VIJAYTX,VIJAY TEXTILES LTD.
GARODCH,GARODIA CHEMICALS LTD.
KERALAYUR,KERALA AYURVEDA LTD.
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.
MOHITPPR,MOHIT PAPER MILLS LTD.
DAULAT,DAULAT SECURITIES LTD.
OSCARGLO,OSCAR GLOBAL LTD.
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$
SPSINT,SPS INTERNATIONAL LTD.
RSCINT,RSC INTERNATIONAL LTD.
SURATEX,SURAT TEXTILE MILLS LTD.
ATHARVENT,ATHARV ENTERPRISES LTD.
FUNDVISER,Fundviser Capital (India) Ltd
THEMISMED,THEMIS MEDICARE LTD.
KALLAM,Kallam Textiles Ltd-$
BRAWN,BRAWN BIOTECH LTD.
FORINTL,FORTUNE INTERNATIONAL LTD.
KINGSINFR,Kings Infra Ventures Limited
NUTRICIRCLE,Nutricircle Ltd
SUBSM,SUBHASH SILK MILLS LTD.
AUROLAB,AURO LABORATORIES LTD.
KJMCFIN,KJMC FINANCIAL SERVICES LTD.
SUVEN,SUVEN LIFE SCIENCES LTD.
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.
BRIDGESE,BRIDGE SECURITIES LTD.
RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.
KAYPOWR,KAY POWER AND PAPER LTD.
INTSTOIL,INTER STATE OIL CARRIER LTD.
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.
SABOOBR,SABOO BROTHERS LTD.
RICHUNV,RICH UNIVERSE NETWORK LTD.
QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.
SPCAPIT,SP CAPITAL FINANCING LTD.
PAOS,Paos Industries Ltd
KOTHARIPRO,KOTHARI PRODUCTS LTD.
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.
CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$
KIMIABL,Kimia Biosciences Ltd
HINDTIN,HINDUSTAN TIN WORKS LTD.-$
GODAVARI,GODAVARI DRUGS LTD.
PREMCO,PREMCO GLOBAL LTD.-$
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$
ASIANENE,Asian Energy Services Ltd
KBSINDIA,KBS INDIA LIMITED
SEAGOLD,SEA GOLD AQUA FARMS LTD.
UGARSUGAR,UGAR SUGAR WORKS LTD.-$
ORIENTBELL,ORIENT BELL LIMITED-$
NRBBEARING,NRB BEARINGS LTD.
VAMSHIRU,VAMSHI RUBBER LTD.
NILA,NILA INFRASTRUCTURES LTD.
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.
VINYOFL,VINYOFLEX LTD.
JINDCAP,JINDAL CAPITAL LTD.
EPIC,EPIC ENERGY LTD.-$
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.
KUWERIN,KUWER INDUSTRIES LTD.
CHOKSI,CHOKSI IMAGING LTD.
ASHISHPO,ASHISH POLYPLAST LTD.
ADORFO,ADOR FONTECH LTD.-$
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.
SIDDHA,SIDDHA VENTURES LTD.
KIRANSY-B,KIRAN SYNTEX LTD.
SUMERUIND,SUMERU INDUSTRIES LTD.
RUNGTAIR,RUNGTA IRRIGATION LTD.
CINERAD,CINERAD COMMUNICATIONS LTD.
VALSONQ,VALSON INDUSTRIES LTD.-$
SABOOSOD,SABOO SODIUM CHLORO LTD.
GSLSEC,GSL SECURITIES LTD.
TINNARUBR,Tinna Rubber and Infrastructure Limited
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.
STRATMONT,Stratmont Industries Ltd
AKCAPIT,A.K.CAPITAL SERVICES LTD.
RELAXO,RELAXO FOOTWEARS LTD.-$
VIRAT,VIRAT INDUSTRIES LTD.
SHEETAL,SHEETAL DIAMONDS LTD.
TERAI,TERAI TEA CO.LTD.
MANRAJH,MANRAJ HOUSING FINANCE LTD.
COSCO,COSCO (INDIA) LTD.-$
SHILPAMED,SHILPA MEDICARE LTD.
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.
SSLFINANCE,ARCHANA SOFTWARE LTD.
EXPLICITFIN,EXPLICIT FINANCE LTD.
LADDERUP,LADDERUP FINANCE LTD.
UYFINCORP,U. Y. Fincorp Ltd
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.
SWASTIKA,SWASTIKA INVESTMART LTD.
PRIMAPLA,PRIMA PLASTICS LTD.
TELECANOR,TELECANOR GLOBAL LTD.
CARNATIN,CARNATION INDUSTRIES LTD.
GARGFUR,GARG FURNACE LTD.
SAMPRE,SAMPRE NUTRITIONS LTD.
AAIL,Akar Auto Industries Ltd
VIPULORG,Vipul Organics Ltd
ECORECO,ECO RECYCLING LTD.
GOODLUCK,Goodluck India Ltd
GOYALASS,GOYAL ASSOCIATES LTD.
ZENITHHE,ZENITH HEALTH CARE LTD.
PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.
YORKEXP,YORK EXPORTS LTD.
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
PITHP,PITHAMPUR POLY PRODUCTS LTD.
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$
ZENLABS,Zenlabs Ethica Ltd
RAJRAYON,Raj Rayon Industries Limited-$
FLORATX,FLORA TEXTILES LTD.
GOWRALE,GOWRA LEASING & FINANCE LTD.
JAGANLAM,JAGAN LAMPS LTD.
AJEL,AJEL LTD.
ALPSINDUS,ALPS INDUSTRIES LTD.
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.
NOVAPUB,Nova Publications India Ltd
SUPERBAK,SUPER BAKERS (INDIA) LTD.
OVOBELE,OVOBEL FOODS LTD.
INDOASIAF,INDO ASIAN FINANCE LTD.
CORNE,CORAL NEWSPRINTS LTD.
STERTOOLS,STERLING TOOLS LTD.-$
DEVKI,DEVKI LEASING & FINANCE LTD.
KLGCAP,KLG CAPITAL SERVICES LTD.
INFRAIND,INFRA INDUSTRIES LTD.
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.
TRANSASIA,TRANS ASIA CORPORATION LTD.
INLANPR,INLAND PRINTERS LTD.
CEEJAY,CEEJAY FINANCE LTD.
SUNCITYSY,SUNCITY SYNTHETICS LTD.
SHGANEL,SHREE GANESH ELASTOPLAST LTD.
ANNAINFRA,ANNA INFRASTRUCTURES LTD.
BHAGIL,Bhageria Industries Ltd
OIVL,Onesource Ideas Venture Ltd
BNRUDY,BNR UDYOG LTD.
KRBL,KRBL LTD.
REFNOL,REFNOL RESINS & CHEMICALS LTD.
SSPDL,SSPDL LTD.-$
DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.
CILSEC,CIL SECURITIES LTD.
CLIOINFO,CLIO INFOTECH LTD.
SHRIBCL,Shri Bholanath Carpets Ltd
CUPID,CUPID LTD.-$
SUNSHIEL,SUNSHIELD CHEMICALS LTD.
HIPOLIN,HIPOLIN LTD.
GDLLEAS,GDL LEASING & FINANCE LTD.
CHEMBOND,CHEMBOND CHEMICALS LTD.-$
CIFL,Capital India Finance Ltd
ABVL,Arunjyoti Bio Ventures Ltd
SUCROSA,SUPER CROP SAFE LTD.
ALKA,ALKA INDIA LTD.
NGIND,N.G.INDUSTRIES LTD.-$
ASIAPAK,ASIA PACK LTD.
SAINDUS,SAI INDUSTRIES LTD.
ERPSOFT,ERP SOFT SYSTEMS LTD.
JRFOODS,J.R.FOODS LTD.
RRSECUR,R.R.SECURITIES LTD.
REMSONSIND,REMSONS INDUSTRIES LTD.
RAMSONS,RAMSONS PROJECTS LTD.
EUROASIA,EURO ASIA EXPORTS LTD.
SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.
RAMINFO,RAMINFO LIMITED
SUNILAGR,SUNIL AGRO FOODS LTD.-$
DIANATEA,DIANA TEA CO.LTD.
VIKASECO,Vikas EcoTech Ltd
IOC,INDIAN OIL CORPORATION LTD.
ALFAICA,ALFA ICA (INDIA) LTD.
SKCIL,Shri Keshav Cements And Infra Ltd
INDIAHOME,INDIA HOME LOAN LTD.
JPTSEC,JPT SECURITIES LTD.
ROOPAIND,ROOPA INDUSTRIES LTD.
SARTHAKGL,SARTHAK GLOBAL LTD.
UNIQUEO,UNIQUE ORGANICS LTD.
BALAMINES,BALAJI AMINES LTD.-$
SWRNASE,SWARNA SECURITIES LTD.
ARISE,ARIHANT'S SECURITIES LTD.
VISAGAR,VISAGAR FINANCIAL SERVICES LTD.
LIBORD,LIBORD SECURITIES LTD.
REGAL,REGAL ENTERTAINMENT & CONSULTANTS LTD.
JRELTD,Justride Enterprises Ltd
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.
NEELKAN,NEELKANTH ROCKMINERALS LTD.
VINTAGES,VINTAGE SECURITIES LTD.
OSWALOR,OSWAL OVERSEAS LTD.
CONTILI,CONTIL INDIA LTD.
VIJSOLX,VIJAY SOLVEX LTD.
SHRIKRISH,SHRI KRISHNA DEVCON LTD.
ALANKIT,Alankit Ltd
NIHARINF,NIHAR INFO GLOBAL LTD.
UNITDCR,UNITED CREDIT LTD.
OMINFRAL,OM Infra Ltd
ISHANCH,ISHAN DYES & CHEMICALS LTD.
GOTHIPL,GOTHI PLASCON (INDIA) LTD.
BALUFORGE,Balu Forge Industries Ltd
CEENIK,CEENIK EXPORTS (INDIA) LTD.
PATELENG,PATEL ENGINEERING LTD.-$
VIRTUALS,VIRTUALSOFT SYSTEMS LTD.
MENAMANI,Mena Mani Industries Ltd
INANI,INANI MARBLES & INDUSTRIES LTD.
GEMSI,GEMSTONE INVESTMENTS LTD.
MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$
ALICON,Alicon Castalloy Limited
DILIGENT,DILIGENT INDUSTRIES LTD.
EPSOMPRO,EPSOM PROPERTIES LTD.
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.
ORGCOAT,ORGANIC COATINGS LTD.
CATVISION,Catvision Limited
ABMKNO,ABM KNOWLEDGEWARE LTD.
EMAMILTD,EMAMI LTD.-$
KEMISTAR,Kemistar Corporation Limited
LADIAMO,LASER DIAMONDS LTD.
SKPSEC,SKP SECURITIES LTD.
PRANAVSP,PRANAVADITYA SPINNING MILLS LTD.
SYSCHEM,SYSCHEM (INDIA) LTD.
BLSINFOTE,BLS INFOTECH LTD.
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.
HEMANG,Hemang Resources Ltd
ARMANFIN,ARMAN FINANCIAL SERVICES LTD.
TAVERNIER,Tavernier Resources Limi
MIDINFRA,Midas Infra Trade Limited
GAGANPO,GAGAN POLYCOT INDIA LTD.
DHANADACO,DHANADA CORPORATION LTD.
GLANCE,GLANCE FINANCE LTD.
SHILCTECH,SHILCHAR TECHNOLOGIES LTD.
BRANDREAL,BRAND REALTY SERVICES LTD.
KANSAFB,KANSAL FIBRES LTD.
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.
COLINZ,COLINZ LABORATORIES LTD.
WELLNESS,WELLNESS NONI LTD.
NLFL,NALIN LEASE FINANCE LTD.
MANAPPURAM,MANAPPURAM FINANCE LTD.
RTSPOWR,RTS POWER CORPORATION LTD.
COMFINTE,COMFORT INTECH LTD.-$
MAYURFL,MAYUR FLOORINGS LTD.
ANJANI,ANJANI SYNTHETICS LTD.-$
XTGLOBAL,Xtglobal Infotech Ltd
DECOMIC,DECO-MICA LTD.
RANDER,RANDER CORPORATION LTD.
RASIELEC,RASI ELECTRODES LTD.
VICTORYPP,VICTORY PAPER & BOARDS (INDIA) LTD.
CITIPOR,CITIPORT FINANCIAL SERVICES LTD.
DHRUVCA,DHRUVA CAPITAL SERVICES LTD.
LINCPENQ,LINC PEN & PLASTICS LTD.-$
PRIMAIN,PRIMA INDUSTRIES LTD.
ANERI,Aneri Fincap Ltd
INDGELA,INDIA GELATINE & CHEMICALS LTD.-$
OPTIFIN,Optimus Finance Ltd
PARAGONF,PARAGON FINANCE LTD.
PRATIKSH,PRATIKSHA CHEMICALS LTD.
ESHAMEDIA,Esha Media Research Limited
SUNEDISON,Sunedison Infrastructure Ltd
PROGREXV,Progrex Ventures Ltd
VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.
NIKKIGL,NIKKI GLOBAL FINANCE LTD.
RADHEDE,RADHE DEVELOPERS (INDIA) LTD.
KINETRU,KINETIC TRUST LTD.
ELIXIR,Elixir Capital Ltd
TRISHAKT,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.
PANKAJPO,PANKAJ POLYMERS LTD.
PGINDST,PG INDUSTRY LTD.
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.
LEADFIN,LEAD FINANCIAL SERVICES LTD.
NATFIT,National Fittings Limited
ARTEFACT,ARTEFACT PROJECTS LTD.
AMITINT,AMIT INTERNATIONAL LTD.
HIGHSTREE,HIGH STREET FILATEX LTD.
NUTECGLOB,NUTECH GLOBAL LTD.
DHPIND,DHP INDIA LTD.
RRIL,RRIL Ltd
AVAILFC,AVAILABLE FINANCE LTD.
INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.
MARUTISE,MARUTI SECURITIES LTD.
HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd
JAYIND,Jayatma Industries Ltd
ROSELABS,ROSELABS FINANCE LTD.
CHARMS,CHARMS INDUSTRIES LTD.
KRETTOSYS,Kretto Syscon Ltd
VIKALPS,VIKALP SECURITIES LTD.
ZYDUSWELL,ZYDUS WELLNESS LTD.-$
AUROCOK,AUROMA COKE LTD.
JUMPNET,Jump Networks Ltd
MILESTONE,MILESTONE GLOBAL LTD.
BERVINL,BERVIN INVESTMENT & LEASING LTD.
GUJINV,GUJARAT INVESTA LTD.
INDINFRA,INDIA INFRASPACE LTD.
CONCOR,CONTAINER CORPORATION OF INDIA LTD.
EASTRED,EASTERN TREADS LTD.
PANACEABIO,PANACEA BIOTEC LTD.
PEETISEC,PEETI SECURITIES LTD.
MERMETL,MERCURY METALS LTD.
CHOICEIN,CHOICE INTERNATIONAL LTD.
SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.
PARAMONE,Paramone Concepts Ltd
THEBYKE,THE BYKE HOSPITALITY LTD.
CSURGSU,CENTENIAL SURGICAL SUTURE LTD.
ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$
HASTIFIN,HASTI FINANCE LTD.
UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.
PADAMCO,PADAM COTTON YARNS LTD.
WOMENNET,WOMEN NETWORKS LTD.
POLYCON,POLYCON INTERNATIONAL LTD.
SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.
ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.
LWSKNIT,LWS KNITWEAR LTD.
ANSINDUS,ANS Industries Ltd
ALCHCORP,ALCHEMIST CORPORATION LTD.
TUNITEX,TUNI TEXTILE MILLS LTD.
RADIXIND,Radix Industries (India) Limited
KIRANPR,KIRAN PRINT-PACK LTD.
NARPROP,NARENDRA PROPERTIES LTD.
MEGACOR,MEGA CORPORATION LTD.
TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.
ADVENT,ADVENT COMPUTER SERVICES LTD.
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$
SUNGOLD,SUNGOLD CAPITAL LTD.
SAFFRON,Saffron Industries Limited
PWASML,Prakash Woollen & Synthetic Mills Ltd
GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.
GRMOVER,GRM OVERSEAS LTD.
MOHITIND,MOHIT INDUSTRIES LTD.-$
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.
MINAXI,MINAXI TEXTILES LTD.
CONTICON,CONTINENTAL CONTROLS LTD.
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.
DUKEOFS,DUKE OFFSHORE LTD.
CYBELEIND,CYBELE INDUSTRIES LTD.
CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.
NAVBLDR,NAVKAR BUILDERS LTD.
OMKAR,OMKAR OVERSEAS LTD.
MADHUCON,MADHUCON PROJECTS LTD.-$
SYBLY,SYBLY INDUSTRIES LTD.-$
RAJESHEXPO,RAJESH EXPORTS LTD.
ESARIND,ESAAR (INDIA) LTD.
MARIS,MARIS SPINNERS LTD.-$
INDERGR,INDERGIRI FINANCE LTD.
SKRABUL,SHUKRA BULLIONS LTD.
EVEREADY,EVEREADY INDUSTRIES INDIA LTD.
STEP2COR,STEP TWO CORPORATION LTD.
ORIENTTR,ORIENT TRADELINK LTD.
VIKASPROP,Vikas Proppant & Granite Ltd
DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.
ACESOFT,ACE SOFTWARE EXPORTS LTD.-$
HATSUN,HATSUN AGRO PRODUCT LTD.
ECOM,E.COM INFOTECH (I) LTD.
RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$
MAINFRA,MARUTI INFRASTRUCTURE LTD.
KOBO,Kobo Biotech Ltd-$
JINDWORLD,JINDAL WORLDWIDE LTD.
SOMANYCERA,SOMANY CERAMICS LTD.
JHACC,JHAVERI CREDITS & CAPITAL LTD.
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.
DRL,Disha Resources Ltd
CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.
AROMAENT,AROMA ENTERPRISES (INDIA) LTD.
SANJIVIN,SANJIVANI PARANTERAL LTD.
VASINFRA,VAS INFRASTRUCTURE LTD.
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.
BERYLSE,BERYL SECURITIES LTD.
RAP,RAP MEDIA LTD.
DEVINE,DEVINE IMPEX LTD.
BAMPSL,BAMPSL SECURITIES LTD.
GENPHARMA,Generic Pharmasec Ltd
INCON,INCON ENGINEERS LTD.
CGCL,Capri Global Capital Limited
FDC,FDC LTD.
GOGIACAP,Gogia Capital Services Limited
GORANIN,GORANI INDUSTRIES LTD.
KGPETRO,KG PETROCHEM LTD.
STARCOM,Starcom Information Technology Ltd
CENTERAC,CENTERAC TECHNOLOGIES LTD.
COUNCODOS,COUNTRY CONDO'S LTD.
OROSMITHS,OROSIL SMITHS INDIA LTD.-$
TEJASSVI,Tejassvi Aaharam Ltd
LINCOPH,LINCOLN PHARMACEUTICALS LTD.
SILVOAK,SILVER OAK (INDIA) LTD.
PRAVEG,Praveg Communications (India) Ltd
SURAJLTD,SURAJ LTD.-$
SICL,Suvidha Infraestate Corporation Limited
MARICO,MARICO LTD.
TOKYOFIN,TOKYO FINANCE LTD.
MAHAVIRIND,Mahavir Industries Limited
NATGENI,NATIONAL GENERAL INDUSTRIES LTD.
THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.
HITTCO,HITTCO TOOLS LTD.
RRMETAL,RR MetalMakers India Ltd
VISIONCO,VISION CORPORATION LTD.
INANISEC,INANI SECURITIES LTD.
ANKIN,ANKA INDIA LTD.
VAGHANI,VAGHANI TECHNO-BUILD LTD.
ARISINT,ARIS INTERNATIONAL LTD.
AMARDEE,AMRADEEP INDUSTRIES LTD.
PRITHVIEXCH,Prithvi Exchange (India) Ltd
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.
RAINBOWF,RAINBOW FOUNDATIONS LTD.
TRICOMFRU,Tricom Fruit Products Limited
VIDHIING,Vidhi Specialty Food Ingredients Ltd-$
BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.
PANCHSHEEL,PANCHSHEEL ORGANICS LTD.
MENNPIS,MENON PISTONS LTD.
PRISMFN,PRISM FINANCE LTD.
GREENCREST,Greencrest Financial Services Limited
GENNEX,GENNEX LABORATORIES LTD.
HIRAUTO,HIRA AUTOMOBILES LTD.
GINISILK,GINI SILK MILLS LTD.-$
PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.
BIOGEN,Biogen Pharmachem Industries Ltd
GKCONS,G.K.CONSULTANTS LTD.
APOLLOPIPES,Apollo Pipes Ltd
UNJHAFOR,UNJHA FORMULATIONS LTD.
POLYMED,POLY MEDICURE LTD.
TOWASOK,TOWA SOKKI LTD.
CISTRO,CISTRO TELELINK LTD.
KACHCHH,KACHCHH MINERALS LTD.
KACL,Kaiser Corporation Limited
KCLINFRA,KCL Infra Projects Ltd
ATULAUTO,ATUL AUTO LTD.-$
SCANPRO,SCAN PROJECTS LTD.
PRERINFRA,PRERNA INFRABUILD LTD.
METALCO,METAL COATINGS (INDIA) LTD.
SGNTE,SGN TELECOMS LTD.
GANGAPA,GANGA PAPERS INDIA LTD.
TIRSARJ,TIRUPATI SARJAN LTD.
NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.
MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.
RODIUM,Rodium Realty Limited
NATHUEC,NATURA HUE CHEM LTD.
INDUSFINL,Indus Finance Ltd
LAHOTIOV,LAHOTI OVERSEAS LTD.-$
TRINITYLEA,TRINITY LEAGUE INDIA LTD.
ASTAR,ASIAN STAR CO.LTD.-$
ORIRAIL,Oriental Rail Infrastructure Ltd
JOINDRE,JOINDRE CAPITAL SERVICES LTD.
BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.
UNITINT,UNITECH INTERNATIONAL LTD.
SACHEMT,SACHETA METALS LTD.
ANJANIFIN,ANJANI FINANCE LTD.
PIONDIST,PIONEER DISTILLERIES LTD.
GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$
SVAINDIA,SVA INDIA LTD.
RAHME,RAHUL MERCHANDISING LTD.
REXNORD,REXNORD ELECTRONICS & CONTROLS LTD.
KHANDSE,KHANDWALA SECURITIES LTD.
SAWABUSI,SAWACA BUSINESS MACHINES LTD.
CCLINTER,CCL INTERNATIONAL LTD.
GALLOPENT,GALLOPS ENTERPRISE LTD.
CROISSANCE,Croissance Ltd
MADHUVEER,Madhuveer Com 18 Network Ltd
GALAGEX,GALAXY AGRICO EXPORTS LTD.
GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.
TWINSTAR,Twinstar Industries Limited
HINDAPL,HINDUSTAN APPLIANCES LTD.
AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.
SHAQUAK,SHANTANU SHEOREY AQUAKULT LTD.
GOLCA,GOLDEN CARPETS LTD.
INNOCORP,INNOCORP LTD.
SARTHAKIND,SARTHAK INDUSTRIES LTD.
SAICAPI,SAI CAPITAL LTD.
SERVOTEACH,Servoteach Industries Ltd
CHADPAP,CHADHA PAPERS LTD.
VERTEX,VERTEX SECURITIES LTD.
RIBATEX,RIBA TEXTILES LTD.
SHREMETAL,SHREE METALLOYS LTD.
IITLPROJ,IITL PROJECTS LIMITED
HARIGOV,HARI GOVIND INTERNATIONAL LTD.
TRIDETOOL,TRIDENT TOOLS LTD.
CHLOGIST,CHARTERED LOGISTICS LTD.
AMBIKCO,AMBIKA COTTON MILLS LTD.
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$
SENINFO,Senthil Infotek Ltd
SPECFOOD,SPECTRUM FOODS LTD.
DECPO,DECCAN POLYPACKS LTD.
AMRAAGRI,AMRAWORLD AGRICO LTD.
AUTOPINS,AUTO PINS (INDIA) LTD.
ODYCORP,ODYSSEY CORPORATION LTD.
INDCTST,INDUCTO STEEL LTD.
SAMINDUS,SAM INDUSTRIES LTD.
SHVFL,SHREEVATSAA FINANCE & LEASING LTD.
POOJAENT,POOJA ENTERTAINMENT AND FILMS LTD.
GRAVITY,GRAVITY (INDIA) LTD.-$
WELLESLEY,WELLESLEY CORPORATION LTD.
LCCINFOTEC,LCC INFOTECH LTD.
FILATFASH,FILATEX FASHIONS LTD.
RBGUPTA,R.B.GUPTA FINANCIALS LTD.
SINDHUTRAD,Sindhu Trade Links Limited
JAINSTUDIO,JAIN STUDIOS LTD.
UNISTRMU,UNISTAR MULTIMEDIA LTD.
ZENOTECH,ZENOTECH LABORATORIES LTD.
HINDBIO,HINDUSTAN BIO SCIENCES LTD.
FRONTCORP,FRONTLINE CORPORATION LTD.
SWELECTES,Swelect Energy Systems Limited-$
WALLFORT,WALLFORT FINANCIAL SERVICES LTD.
KDDL,KDDL LTD.-$
ADIEXRE,ADINATH EXIM RESOURCES LTD.
ABHICAP,ABHINAV CAPITAL SERVICES LTD.
KILPEST,KILPEST INDIA LTD.
SUPRBPA,SUPERB PAPERS LTD.
MONIND,Monind Ltd
SHKALYN,SHRI KALYAN HOLDINGS LTD.
VANDANA,VANDANA KNITWEAR LTD.
SAGARPROD,Sagar Productions Limited
INDOCITY,INDO-CITY INFOTECH LTD.-$
SBECSUG,SBEC SUGAR LTD.
MEGFI,MEGA FIN (INDIA) LTD.
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.
AREALTY,ALCHEMIST REALTY LTD.
BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.
RELIABVEN,RELIABLE VENTURES INDIA LTD.
BANKBARODA,BANK OF BARODA
SMCREDT,SMC CREDITS LTD.
MOHITE,Mohite Industries Ltd
ANDHRACEMT,ANDHRA CEMENTS LTD.
SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.
WELCORP,Welspun Corp Limited
